Restaurant,cleaned_text
After Black,cozy hangout place time quote crowded
After Black,food poison eating chicken chop raw chicken sour cauliflower ending womiting whole night worst place ever
After Black,food good love hot choc authentic hot choc many student hang around eating taking space wait table didnt care waitress unfriendly unhappy
After Black,first time kid enjoyed food
After Black,nice place dine food look appetizing
After Black,great food pan grilled salmon rock sugar honey dressing sweet
After Black,good food delightful presentation avoid rush hour seating quite limited especially covid regulation
After Black,tried mille crepe french vanilla gula melaka delicious staff friendly helpful well
After Black,messed order twice even double checking food drink pretty good
After Black,food great drink nice biggest problem parking
After Black,place gave start food really good price excellent best toilet perfect
After Black,great service great food
After Black,good coffee interesting dessert menu offering normally uniquely black colour
After Black,great lunch spot much noise work
After Black,food nice cozy n noisy time
After Black,nice food nice design
After Black,quite cramped part restaurant abit hot food okay price
After Black,seriously food super tasty service excellent definitely come
After Black,place crowded reason reasonable price good coffee food esp herb roasted chicken must try
After Black,nice atmosphere set menu choose main dish pasta dish worth super hungry big appetite price bit higher side food taste great plan ahead bit though usually crowded lunch dinner hour
After Black,great ambience good food recommend getting pasta cheese baked rice along meat vegetarian dish complete meal price would say reasonable always go lunch break quite pricey everyday meal week end treat
After Black,great food cheap price definitely worth
After Black,great caf mostly pack sunway student
After Black,came first time friend birthday love design atmosphere food immediately come good value generous portion ordered honey roasted chicken pasta great great came first time friend birthday love design atmosphere food immediately come good value generous portion ordered honey roasted chicken pasta great great time however standard consistent second time came looked forward food good aglio olio mushroom really strange taste slightly sour suspect keep mushroom moisture side salad fresh either finish meal
After Black,acceptable coffee cake price ok considering sunway area good ambient kitchen smell filled entire outlet
After Black,good food reasonable price
After Black,great food love cake chicken
After Black,service good highly recommended people living around sunway definitely try roasted chicken whole leg
After Black,good food reasonable price definitely recommended
After Black,short walk sunway university delicious pesto salmon baked potato side cold brew black coffee one best find around keep coming back hope maintains standard
After Black,favourite go restaurant around sunway area even though food slightly expensive cake must try fave macadamia cheese cake tofu chesse cake apple crumble
After Black,nice cosy place variety good food beef ramen beefy broth unique tasty
After Black,cozy cafe next sunway university pasked weekend lunch time luckily service fast food great rose latte much better warmer latte warm enough taste milk overcome coffee
