Author,Review,Rating,Restaurant,Location
Jeffro Ong,"Love the scene overlooking the lake. If you don't mind the heat, you could come earlier in the evening e.g. 630pm and enjoy the sunset view, while you have your meals and drinks.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Joyce Ha,Good food & nice lakeside location but can be very hot during day time,"Rated 4.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
ZongYen Lim,"Cozy and comfortable place. It's nice to enjoy the dining experience beside the peaceful lake. The food portion is big. Good for sharing. I like the mushroom sauce, it's dope! The restaurant has quite old school setup. You hardly can find one in the city anymore.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Archana Divi Pillai,This place is a little magical hideout in PJ. Cosy and warm place. The food is good. We are definitely going back here to try items on the menu.,"Rated 4.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Thamson Selvanathan,"As always, great view, good food, good hospitality. Special thanks to Forkan the employee for checking on us. …MoreAs always, great view, good food, good hospitality. Special thanks to Forkan the employee for checking on us.Definitely a good place for one to bring his/her loved one for a beautiful and romantic date.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
AIA 26,"Thats a good place, and reasonable price. Recommended and will come again. Waiter Name Mr Alam is polite, kind, caring and very understanding to us. Thanks to you mr alam.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Jeevan Rajan,"Tasty and delicious food. Excellent and friendly service by the staff, especially Mr. Mamun. Recommend to dine in/ have special occasion at secret of louisiana. …MoreTasty and delicious food. Excellent and friendly service by the staff, especially Mr. Mamun. Recommend to dine in/ have special occasion at secret of louisiana.The decoration was awesome too.Highly recommended for occasion's.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Alyshia Kaitlyn Chin,"Romantic. Colourful. AMAZING WAITER. His name is Benjamin. He takes AMAZING pictures. And he is so enthusiastic in helping you take the best pictures. Anyone who comes here to dine, do call on him to help. His skills of taking a picture of …MoreRomantic. Colourful. AMAZING WAITER. His name is Benjamin. He takes AMAZING pictures. And he is so enthusiastic in helping you take the best pictures. Anyone who comes here to dine, do call on him to help. His skills of taking a picture of your experience is top gun.Food smells amazing. Drinks are good. Overall, brilliant experience. Thank you!! ❤️P. S. A waiter person who is more enthusiastic than you about your experience and your food, who smiles, is brilliabtly polite and helpful, and takes his job so seriously that the customer ends up enjoying it so much is worth their weight in gold.Unenthusiastic waiters that comes after that just pulls the special mood down like lead weight.P. P. S. Thank you Benjamin for such an amazing service. Your smile, seriousness, friendliness, your recommendations, your ""extra"" ness, all made it amazing for me and the other half. ❤️","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Song Wei Min,"Food was nice, but I was shocked because I was warned by a waiter for not allow to change a new set of fork and spoon next time, with an unhappy and disgusting tone. He don't even look at me while talking. 🙂 Guess I need to bring my own set of cutlery next time.","Rated 2.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Jing Lee,Celebrated my birthday here. Love the food (tasty and what a big portion!) and the service (especially the waiter named Kiddo if I'm not wrong.... He is super nice and polite) Would definitely come back here again!!,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Ken Ng,"Environment 👍, pasta ok. Seafood not fresh enough.","Rated 3.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Ayas Inayat,"Well u can enjoyy the spaghetti line with package which is around RM24 something (weekdays) and RM 28(weekends).. this package u can order as much as spaghetti you want they got around 15 varieties.. free drinks, mushroom soup,garlic bread …MoreWell u can enjoyy the spaghetti line with package which is around RM24 something (weekdays) and RM 28(weekends).. this package u can order as much as spaghetti you want they got around 15 varieties.. free drinks, mushroom soup,garlic bread and salad.. BUT 😂 my concern goes to their toilet!!.. how on earth their toilet don't even have pipe water?? It will be terrible for those yang sakit perut lepas makan banyk lol (good luck!!)😂😂","Rated 3.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Steven Selvem,"Good atmosphere, suitable for party. Food is good too","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
prakash danapal,"Food is goodView is goodRecommended for couples to have a lovely meal …MoreFood is goodView is goodRecommended for couples to have a lovely mealService was excellentSpecial thanks to ""Alam""(not sure if im spelling his name right) who served us attentively. Very pleasant. To the management, this is someone who takes extra good care of your business. He deserves a promotion !","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Mei L,The buffet was worth it. Nice view. The best was the Mexican aglio oglio and turkey ham penne. Pesto was disappointing. Cajun shrimp and curry calamari lacked flavour but thumbs up for the seafood.,"Rated 4.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Wan Shafiq,Best service !! Suitable place for birthday dinner with your partner ! Price affordable very comfortable place to eat. Food is delicious ! A BIG SHOUTOUT TO SERVER NAMED MOHD MAMUN has provided satisfactory service ! and all others server are very very friendly !,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Jia Pin Lee,Came here for dinner with family. It's a good place overlooking a lake. A romantic place and quite suitable for events or celebrations. There are also small glass houses for 2 people. Western style foods. Foods are good and have many varieties. Services are OK. Prices are average.,"Rated 4.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Mohd Syazreezal Mohd Sanusi,"worst experience ever. food was not fresh. they forgot our reservation and didnt offer a solution to the problem theyve caused. and when a table was available, they rushed us to order fast bcs the kitchen will close early due to a private …Moreworst experience ever. food was not fresh. they forgot our reservation and didnt offer a solution to the problem theyve caused. and when a table was available, they rushed us to order fast bcs the kitchen will close early due to a private function which was never mentioned when reservation was made. and prior to arriving, when we called to double-check our reservation and wanted to add 2 more persons to the reservation, they rudely said, ""yah yah u just come !"" before we could inquire further","Rated 1.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
霸王浩天,"I would like to complain regarding your servant here in  your restaurant The Secret of Louisiana.First of all, you stated that this is an ala carte buffet and everything is …MoreI would like to complain regarding your servant here in  your restaurant The Secret of Louisiana.First of all, you stated that this is an ala carte buffet and everything is serve upon order. Each of us only allow to order 1 plate and we are OK with your house rule. Then when the food serve, each portion is good in size but slightly we will need to wait for the second order. Then we try to order second round, your servant told us we can order one shot together. After the order confirmed, some of the order are not what we ordered. But we still embrace and take the food without any problems. We do finish all the food serve. When we try to order third round, when my table is empty, your servant does not allow my order because he stated that my table have leftover food which is on my friends side. We are coming as a group of 7 people and all do have good appetite. However, only 3 plates on top of the table your servant said please finish the food then you can order. I was confused that I have no food on my table, and my friend is slowly finishing his food. What is the problem on earth that disallow me to add on order.Both the tall guy and the shorter one is totally serving without proper manner. I am taking a spaghetti buffet add on with stomach full of anger. I think even your restaurant serve really tasty food, doesn't mean that you no need to preserve the quality of service. Please take my review here seriously as we are planning to celebrate our friend's birthday here with a nice ambience and environment. But totally lost of mood spoiled by your servant here. I introduce this restaurant to all my friends but this really ashamed me very much. My friend and I nor our family will come to your restaurant again with this kind of serving attitude.Even though your servant here did told me that they will be punished for waste food, but I think that is not our concern where we spend our money and try to enjoy the food here. We did not waste a single plate of food here so I think that should be referring to other customers. But seriously, I feel offended and does not feel enjoyable to have my beautiful Sunday lunch here in your restaurant. Hopefully I voice out and someone did take my opinion seriously.","Rated 1.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Yen Thung Tan,"Quite a nice place to have a decent meal. We went there on Christmas for lunch, the kitchen had some issues that the order was delayed. The staffs handled it professionally and we got our food sooner than expected. Overall, will recommend …MoreQuite a nice place to have a decent meal. We went there on Christmas for lunch, the kitchen had some issues that the order was delayed. The staffs handled it professionally and we got our food sooner than expected. Overall, will recommend this place for those looking for a place that has nice food and ambience but it’s not overly pricey.","Rated 4.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
